departamento,municipio,codigo_prestador,nombre_prestador,codigo_habilitacion,numero_sede,nombre,tipo_zona,direccion,barrio,cepo_codigo,centro_poblado,fecha_apertura,nits_nit,clase_persona,naju_codigo,naturaleza,clpr_codigo,clase_prestador,nivel,caracter,sede_principal,habilitado,numero_sede_principal,Municipio PDET,Municipio PNSR,Municipio ZOMAC
Cali,CALI,7600101111,CLÍNICA IMBANACO S.A.S.,7600101111,1,CLINICA IMBANACO S.A.S.,URBANA,CRA 38A # 5A - 100,SAN FERNANDO,No definido,No definido,20030314,890307200,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,16,NO,NO,NO
Cali,CALI,7600101111,CLÍNICA IMBANACO S.A.S.,7600101111,2,SEDE 02 CLINICA IMBANACO S.A.S.,URBANA,CRA 38A # 5A-109 TORRE B,TEQUENDAMA,76001000.0,SANTIAGO DE CALI,20030314,890307200,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,16,NO,NO,NO
Cali,CALI,7600101111,CLÍNICA IMBANACO S.A.S.,7600101111,4,SEDE 04 CENTRO MEDICO IMBANACO C.M.I.,URBANA,CRA 38A # 5A-76 PISO 1 - RADIOTERAPIA,TEQUENDAMA,76001000.0,SANTIAGO DE CALI,20030314,890307200,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,16,NO,NO,NO
Cali,CALI,7600101111,CLÍNICA IMBANACO S.A.S.,7600101111,9,SEDE 09 CLINICA IMBANACO S.A.S.,URBANA,CALLE 36 Norte No. 6A- 65 PISO 7,SANTA MONICA RESIDENCIAL,76001000.0,SANTIAGO DE CALI,20070208,890307200,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,16,NO,NO,NO
Cali,CALI,7600101111,CLÍNICA IMBANACO S.A.S.,7600101111,10,SEDE 10 CLINICA IMBANACO S.A.S.,URBANA,CL 15 A # 103 - 20,CIUDAD JARDIN,No definido,No definido,20080930,890307200,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,16,NO,NO,NO
Cali,CALI,7600101111,CLÍNICA IMBANACO S.A.S.,7600101111,11,SEDE 11 CLINICA IMBANACO S.A.S.,URBANA,CALLE 5B5 #38A-24,TEQUENDAMA,76001000.0,SANTIAGO DE CALI,20110111,890307200,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,16,NO,NO,NO
Cali,CALI,7600101111,CLÍNICA IMBANACO S.A.S.,7600101111,15,SEDE 15 CLINICA IMBANACO S.A.S.,URBANA,CALLE 5B5 No. 38 bis 64,San Fernando,No definido,No definido,20141114,890307200,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,16,NO,NO,NO
Cali,CALI,7600101111,CLÍNICA IMBANACO S.A.S.,7600101111,16,CLINICA IMBANACO S.A.S. SEDE PRINCIPAL,URBANA,CRA. 38 BIS No. 5 B2 - 04,SAN FERNANDO NUEVO,76001000.0,SANTIAGO DE CALI,20150409,890307200,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,16,NO,NO,NO
Cali,CALI,7600101111,CLÍNICA IMBANACO S.A.S.,7600101111,17,SEDE SATELITE UNICO CALI CLINICA IMBANACO S.A.S.,URBANA,Calle 52 # 3-29 centro comercial UNICO 2 local 409,SALOMIA,No definido,No definido,20201103,890307200,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,16,NO,NO,NO
Cali,CALI,7600101317,Clinica de la Rodilla SAS,7600101317,1,Clínica de la Rodilla,URBANA,Cra 40 # 5b - 46,TEQUENDAMA,No definido,No definido,20160218,800187097,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600101341,Luis Alfonso Parra Duque,7600101341,1,Luis Alfonso Parra Duque,URBANA,Calle 15 A # 103 - 20 Edificio Parque 103 Consultorio 208 Ciudad Jardín,Ciudad Jardín,No definido,No definido,20150318,16584295,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600101390,CLINICA BASILIA S.A.S,7600101390,1,CLINICA BASILIA S.A.,URBANA,CALLE 5 E 42 A 53,TEQUENDAMA,No definido,No definido,20030321,805016107,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600101391,LABORATORIO MICROANALISIS INTEGRAL A. ESCOBAR CAMPO & ASOCIADOS S.A.S,7600101391,1,LABORATORIO MICROANALISIS INTEGRAL A. ESCOBAR CAMPO & ASOCIADOS,URBANA,AV 5A NORTE # 23N-52,VERSALLES,No definido,No definido,20030321,800122543,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600101391,LABORATORIO MICROANALISIS INTEGRAL A. ESCOBAR CAMPO & ASOCIADOS S.A.S,7600101391,5,LABORATORIO MICROANALISIS INTEGRAL A. ESCOBAR CAMPO & ASOCIADOS S.A.S SAN MARCOS,URBANA,TV 103 CON CL 95,SAN MARCOS,76001000.0,SANTIAGO DE CALI,20220920,800122543,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Cali,CALI,7600101575,Gloria Lucia Zuñiga Askar,7600101575,1,Gloria Lucia Zuñiga Askar,URBANA,Calle 5D 38A-35 TORRE 2 CONSULTORIO 807,EUCARISTICO,No definido,No definido,20131118,66724002,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600101575,Gloria Lucia Zuñiga Askar,7600101575,2,Gloria Lucia Zuñiga Askar,URBANA,CALLE 5D # 38A-35 Consultorio 812 Torre 2 Edificio Vida,Tequendama,No definido,No definido,20160919,66724002,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,NO,SI,1,NO,NO,NO
Cali,CALI,7600101690,GUSTAVO ALBERTO LUNA GOMEZ,7600101690,1,GUSTAVO ALBERTO LUNA GOMEZ,URBANA,CARRERA 38A # 5A-100 CONSULTORIO 804 TORRE B,IMBANACO,No definido,No definido,20100304,6287354,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600101817,REHABILITAMOS SAS,7600101817,1,REHABILITAMOS,URBANA,CALLE 26 NORTE #2BN-48,SAN VICENTE,No definido,No definido,20030326,890320344,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600101817,REHABILITAMOS SAS,7600101817,2,REHABILITAMOS SEDE SUR,URBANA,CL 6 # 73-30 LC 20 EDIFICIO AMALFI,CAPRI,76001000.0,SANTIAGO DE CALI,20030326,890320344,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Cali,CALI,7600101817,REHABILITAMOS SAS,7600101817,3,REHABILITAMOS SEDE CANEY,URBANA,CALLE 48 BIS # 83C - 05,CANEY,76001000.0,SANTIAGO DE CALI,20170318,890320344,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Cali,CALI,7600102006,MASTER SALUD TERAPIAS INTEGRADAS S.A.S.,7600102006,1,MASTER SALUD SERVICIOS INTEGRALES,URBANA,CALLE 24NORTE # 5AN-47,No definido,No definido,No definido,20030328,800193775,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,2,NO,NO,NO
Cali,CALI,7600102006,MASTER SALUD TERAPIAS INTEGRADAS S.A.S.,7600102006,2,MASTER SALUD SERVICIOS INTEGRALES SEDE IMBANACO,URBANA,CALLE 5B4 NO. 38 - 78,Tequendama,No definido,No definido,20220723,800193775,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,2,NO,NO,NO
Cali,CALI,7600102007,CARLOS CUELLO & CIA S EN C S,7600102007,2,CARLOS CUELLO Y CIA,URBANA,AV 2CN # 24N-120,SAN VICENTE,No definido,No definido,20030328,800109457,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,2,NO,NO,NO
Cali,CALI,7600102007,CARLOS CUELLO & CIA S EN C S,7600102007,5,CARLOS CUELLO & CIA #4,URBANA,AV 2E NORTE N° 24N-58,SAN VICENTE,76001000.0,SANTIAGO DE CALI,20190402,800109457,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,2,NO,NO,NO
Cali,CALI,7600102117,Maria Cristina Quijano Maritnez,7600102117,1,Maria Cristina Quijano Maritnez,URBANA,Carrera 59 # 1F-08,Cuarto de Legua,No definido,No definido,20181129,31922013,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600102250,PAOLA ANDREA MENDEZ AGUILAR,7600102250,1,PAOLA ANDREA MENDEZ AGUILAR,URBANA,cra 37 # 7a-27,El templete,76001000.0,SANTIAGO DE CALI,20180810,38604939,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600102461,CENTRO MEDICO IP SALUD SAS,7600102461,1,CENTRO MEDICO IP SALUD SAS,URBANA,CRA 28F # 72U - 62,POBLADO,No definido,No definido,20030408,805019703,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600102461,CENTRO MEDICO IP SALUD SAS,7600102461,2,CENTRO MEDICO IP SALUD SAS,URBANA,CRA 1G # 64 A 22,LA RIVERA,No definido,No definido,20030408,805019703,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Cali,CALI,7600102478,Miguel Angel Lopez Londoño,7600102478,1,Miguel Angel Lopez Londoño,URBANA,CALLE 5D # 38A-35 TORREA CONSULTORIO 637,TEQUENDAMA,No definido,No definido,20170508,16668496,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600102511,HUGO ESTEBAN LEON ARTEAGA,7600102511,1,HUGO ESTEBAN LEON ARTEAGA,URBANA,Carrera 43A # 5A - 53,Tequendama,No definido,No definido,20160210,16638005,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600102523,RED DE SALUD DEL SURORIENTE ESE - HOSPITAL CARLOS CARMONA M.,7600102523,1,E.S.E. HOSPITAL CARLOS CARMONA MONTOYA IPS,URBANA,CRA 43 # 39A-00,REPUBLICA DE ISAEL,No definido,No definido,20030408,805027338,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,SI,SI,1,NO,NO,NO
Cali,CALI,7600102523,RED DE SALUD DEL SURORIENTE ESE - HOSPITAL CARLOS CARMONA M.,7600102523,2,CENTRO DE SALUD ANTONIO NARIÑO IPS,URBANA,CRA 39D # 39-00,ANTONIO NARIÑO,76001000.0,SANTIAGO DE CALI,20030408,805027338,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,NO,NO
Cali,CALI,7600102523,RED DE SALUD DEL SURORIENTE ESE - HOSPITAL CARLOS CARMONA M.,7600102523,3,PUESTO DE SALUD MARIANO RAMOS IPS,URBANA,CRA 47A # 44-74,MARIANO RAMOS,76001000.0,SANTIAGO DE CALI,20030408,805027338,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,NO,NO
Cali,CALI,7600102523,RED DE SALUD DEL SURORIENTE ESE - HOSPITAL CARLOS CARMONA M.,7600102523,7,Puesto Salud Unión Vivienda Popular,URBANA,Carrera 41B Nº 45-100,Unión Vivienda Popular,76001000.0,SANTIAGO DE CALI,20180813,805027338,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,NO,NO
Cali,CALI,7600102534,Servicios de Salud IPS Suramericana S.A.S,7600102534,1,IPS SURA SAN FERNANDO CALI,URBANA,CRA 38A # 5A - 22,SAN FERNANDO,76001000.0,SANTIAGO DE CALI,20060517,811007832,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,2,NO,NO,NO
Cali,CALI,7600102534,Servicios de Salud IPS Suramericana S.A.S,7600102534,2,IPS SURA LA FLORA CALI,URBANA,CALLE 38N # 4N-102,LA FLORA,No definido,No definido,20030409,811007832,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,2,NO,NO,NO
Cali,CALI,7600102534,Servicios de Salud IPS Suramericana S.A.S,7600102534,6,IPS SURA PASO ANCHO CALI,URBANA,CARRERA 50 # 12A-90,SANTA ANITA,No definido,No definido,20111121,811007832,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,2,NO,NO,NO
Cali,CALI,7600102534,Servicios de Salud IPS Suramericana S.A.S,7600102534,7,IPS SALUD SURA CHIPICHAPE CALI,URBANA,Avenida 6A BIS# 35 Norte 64,Santa Monica,No definido,No definido,20140605,811007832,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,2,NO,NO,NO
Cali,CALI,7600102534,Servicios de Salud IPS Suramericana S.A.S,7600102534,8,IPS SURA AMI ATENCION MATERNO INFANTIL,URBANA,CALLE 5 D #38 A -35 TORRE 1-PISO4Y8,Eucaristico,No definido,No definido,20150827,811007832,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,2,NO,NO,NO
Cali,CALI,7600102534,Servicios de Salud IPS Suramericana S.A.S,7600102534,9,IPS PUNTO DE VISTA CALI NORTE,URBANA,AV 6 AN # 26 N - 45 LOCAL 1,SANTA MÓNICA,No definido,No definido,20170731,811007832,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,2,NO,NO,NO
Cali,CALI,7600102534,Servicios de Salud IPS Suramericana S.A.S,7600102534,11,IPS SURA CASTELLANA,URBANA,"AVENIDA 5 N #21 -86 PISO 1 , 2 ,4",CASTELLANA,No definido,No definido,20180131,811007832,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,2,NO,NO,NO
Cali,CALI,7600102534,Servicios de Salud IPS Suramericana S.A.S,7600102534,12,IPS SURA TEQUENDAMA,URBANA,CALLE 5 # 39 - 173,TEQUENDAMA,No definido,No definido,20181115,811007832,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,2,NO,NO,NO
Cali,CALI,7600102534,Servicios de Salud IPS Suramericana S.A.S,7600102534,13,IPS CFA LA FLORA,URBANA,AVE 3 F NORTE NRO 52 N 46 LC 201,LA FLORA,76001000.0,SANTIAGO DE CALI,20190423,811007832,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,2,NO,NO,NO
Cali,CALI,7600102657,SOCIEDAD N.S.D.R. S.A.S,7600102657,1,CLINICA NUESTRA,URBANA,CL 10 # 33-51,COLSEGUROS,No definido,No definido,20061024,805023423,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600102870,FUNDACION VALLE DEL LILI,7600102870,1,FUNDACION VALLE DEL LILI,URBANA,KR 98 # 18-49,EL INGENIO,No definido,No definido,20030404,890324177,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600102870,FUNDACION VALLE DEL LILI,7600102870,3,FUNDACION VALLE DEL LILI - SEDE BETANIA,RURAL,CL 50 # 118 A - 68,BETANIA,No definido,No definido,20080923,890324177,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Cali,CALI,7600102870,FUNDACION VALLE DEL LILI,7600102870,11,FUNDACIÓN VALLE DEL LILI SEDE AVENIDA LA ESTACIÓN,URBANA,Calle 23 DN # 4N-21,SAN VICENTE,No definido,No definido,20200727,890324177,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Cali,CALI,7600102870,FUNDACION VALLE DEL LILI,7600102870,12,FUNDACIÓN VALLE DEL LILI SEDE LIMONAR,URBANA,CARRERA 70 # 18-75 ESQUINA,LA HACIENDA,76001000.0,SANTIAGO DE CALI,20200930,890324177,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Cali,CALI,7600102870,FUNDACION VALLE DEL LILI,7600102870,13,FUNDACION VALLE DEL LILI - SEDE TEQUENDAMA,URBANA,CRA 41 No 5B-08 con Carrera 41 # 5b-20,Tequendama,76001000.0,SANTIAGO DE CALI,20230314,890324177,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Cali,CALI,7600102906,YANETH GARCIA GONZALEZ,7600102906,1,YANETH GARCIA GONZALEZ,URBANA,Calle 53 # 1-96 Apto. 301 Torre A,Brisas de los Andes,76001000.0,SANTIAGO DE CALI,20221026,66858156,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600103055,INSTITUTO TOBIAS EMANUEL,7600103055,1,INSTITUTO TOBIAS EMANUEL,URBANA,CL 5 B2 # 37 A 75,SAN FERNANDO,No definido,No definido,20130503,890303522,JURIDICO,1,Privada,4,Objeto Social Diferente a la Prestación de Servicios de Salud,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600103056,MARIA TERESA CALZADA GUTIERREZ,7600103056,1,MARIA TERESA CALZADA GUTIERREZ,URBANA,CALLE 4A No. 35A-42,San Fernando,No definido,No definido,20180427,31201090,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600103066,CLINICA DE OCCIDENTE,7600103066,1,CLINICA DE OCCIDENTE,URBANA,CALLE 18 NORTE # 5N-34,VERSALLES,76001000.0,SANTIAGO DE CALI,20030410,890300513,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600103066,CLINICA DE OCCIDENTE,7600103066,3,Laboratorio Clinico Torres de Maracaibo,URBANA,Carrera 39 # 26E-42,Torres de Maracaibo,No definido,No definido,20140529,890300513,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Cali,CALI,7600103066,CLINICA DE OCCIDENTE,7600103066,4,Laboratorio Clinico Vasquez Cobo,URBANA,Avenida Vasquez Cobo No. 24 AN - 28,Vasquez Cobo,76001000.0,SANTIAGO DE CALI,20140529,890300513,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Cali,CALI,7600103066,CLINICA DE OCCIDENTE,7600103066,7,CLINICA DE OCCIDENTE CENTRO DE ESPECIALISTAS,URBANA,AV 5A # 19 Norte - 12,VERSALLES,No definido,No definido,20151110,890300513,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Cali,CALI,7600103066,CLINICA DE OCCIDENTE,7600103066,8,CLINICA DE OCCIDENTE CENTRO INTEGRAL DE CANCER,URBANA,CL 19 N Nro. 5N 49,VERSALLES,76001000.0,SANTIAGO DE CALI,20160727,890300513,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Cali,CALI,7600103066,CLINICA DE OCCIDENTE,7600103066,9,Toma de muestras edificio Sheraton,URBANA,Av 5 N # 18-02,Versalles,No definido,No definido,20190814,890300513,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Cali,CALI,7600103066,CLINICA DE OCCIDENTE,7600103066,10,LABORATORIO CLINICO INGENIO,URBANA,CALLE 20 # 85 - 41,EL INGENIO,76001000.0,SANTIAGO DE CALI,20220729,890300513,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Cali,CALI,7600103227,CENTRO DE NEUROREHABILITACION SURGIR S.A.S.,7600103227,2,CENTRO DE NEUROREHABILITACION SURGIR 2,URBANA,CL 1A # 55B-118,EL SEMINARIO,76001000.0,SANTIAGO DE CALI,20070730,800170915,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,2,NO,NO,NO
Cali,CALI,7600103227,CENTRO DE NEUROREHABILITACION SURGIR S.A.S.,7600103227,6,SURGIR PRINCIPAL DOS,URBANA,CRA 37 # 5B4-06,SAN FERNANDO,No definido,No definido,20110408,800170915,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,2,NO,NO,NO
Cali,CALI,7600103227,CENTRO DE NEUROREHABILITACION SURGIR S.A.S.,7600103227,7,SURGIR 3,URBANA,CALLE 3 #57-51,CUARTO DE LEGUA,76001000.0,SANTIAGO DE CALI,20230209,800170915,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,2,NO,NO,NO
Cali,CALI,7600103235,MARTHA INES TORRES ARANGO,7600103235,1,MARTHA INES TORRES ARANGO,URBANA,CALLE 13A # 50-55,PRIMERO DE MAYO,No definido,No definido,20210524,31988481,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600103322,CRUZ ROJA COLOMBIANA SECCIONAL VALLE DEL CAUCA,7600103322,1,CRUZ ROJA COLOMBIANA SECCIONAL VALLE DEL CAUCA,URBANA,KR 38 BIS 5-91,SAN FERNANDO,76001000.0,SANTIAGO DE CALI,20061117,890306215,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600103322,CRUZ ROJA COLOMBIANA SECCIONAL VALLE DEL CAUCA,7600103322,8,CRUZ ROJA COLOMBIANA SECCIONAL VALLE DEL CAUCA- CORPORACIÓN LUCHA CONTRA EL SIDA,URBANA,KR 56 # 2-120,CUARTO DE LEGUA,76001000.0,SANTIAGO DE CALI,20090218,890306215,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Cali,CALI,7600103347,CENTRO MEDICO AFICENTER S.A.S,7600103347,1,CENTRO MEDICO AFICENTER TEQUENDAMA,URBANA,CRA 43A # 5A-40,TEQUENDAMA,No definido,No definido,20030410,805025635,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600103347,CENTRO MEDICO AFICENTER S.A.S,7600103347,2,AFICENTER SAS SEDE NORTE,URBANA,CALLE 38 A NRO 4N -10,LA FLORA,No definido,No definido,20170404,805025635,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Cali,CALI,7600103347,CENTRO MEDICO AFICENTER S.A.S,7600103347,3,C.M.A TEQUENDAMA,URBANA,CARRERA 43A NUMERO 5A-70,TEQUENDAMA,76001000.0,SANTIAGO DE CALI,20230412,805025635,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Cali,CALI,7600103359,CLINICA VERSALLES S.A.,7600103359,1,CLINICA VERSALLES S.A.,URBANA,AV 5A NORTE # 23-36,VERSALLES,No definido,No definido,20030411,800048954,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600103359,CLINICA VERSALLES S.A.,7600103359,6,CLINICA VERSALLES SEDE SAN MARCOS,URBANA,TV 103 CL 95,VILLA SAN MARCOS,No definido,No definido,20061115,800048954,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Cali,CALI,7600103359,CLINICA VERSALLES S.A.,7600103359,7,CLINICA VERSALLES HOSPITALIZACION,URBANA,AV 5AN # 23-57,VERSALLES,No definido,No definido,20071213,800048954,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Cali,CALI,7600103359,CLINICA VERSALLES S.A.,7600103359,10,CLINICA VERSALLES SERVICIOS AMBULATORIOS,URBANA,AV 5 NORTE # 23-70,VERSALLES,No definido,No definido,20111026,800048954,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Cali,CALI,7600103416,LABORATORIO MEDICO DR. GUILLERMO MONTES Y CIA S.A.S,7600103416,1,LABORATORIO MEDICO DR. GUILLERMO MONTES Y CIA S.A.S.,URBANA,CALLE 7 #29-55 CONS. 101-102-213,EL CEDRO,76001000.0,SANTIAGO DE CALI,20030411,800177628,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600103525,ZORAIDA PAZMIÑO RAYO,7600103525,1,ZORAIDA PAZMIÑO RAYO,URBANA,KR 43 # 39 A - 04,REPUBLICA DE ISRAEL,No definido,No definido,20201119,31210251,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Cali,CALI,7600103577,HERNANDO PIEDRAHITA PAZOS,7600103577,3,HERNANDO PIEDRAHITA PAZOS,URBANA,CRA 40 5A68,TEQUENDAMA,No definido,No definido,20140408,16733785,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,NO,SI,6,NO,NO,NO
Cali,CALI,7600103577,HERNANDO PIEDRAHITA PAZOS,7600103577,6,HERNANDO PIEDRAHITA PAZOS,URBANA,calle 5c #43-15,barrio tequendama,76001000.0,SANTIAGO DE CALI,20170510,16733785,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,6,NO,NO,NO
